temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
60,28,5.9,3,9,84,3,30.26,12683
60,28,5.9,3,9,87,16,30.21,6774
60,28,5.9,3,10,93,8,30.21,0
60,28,5.9,2,10,93,0,30.23,0
60,28,6,1,10,93,0,30.23,0
60,28,6,2,10,96,0,30.22,0
60,28,6,1,10,96,0,30.22,915
60,28,6,1,9,93,5,30.23,17909
60,28,6,1,10,63,9,30.16,22652
60,28,6,1,10,75,20,30.11,6592
60,28,6,0,10,78,10,30.1,0
60,28,6,0,10,87,8,30.1,0
66,10,6.5,0,10,90,3,30.1,0
66,10,6.5,0,10,93,0,30.08,0
66,10,6.5,0,10,86,0,30.12,934
66,10,6.5,0,10,52,7,30.14,17598
66,10,6.5,0,10,40,6,30.07,22910
66,10,6.5,1,10,27,7,30.04,6731
66,10,6.5,0,10,38,9,30.06,0
66,10,6.5,1,10,47,9,30.08,0
69,14,5,1,10,45,11,30.1,0
69,14,5,1,10,54,8,30.1,0
69,14,5,1,10,54,8,30.12,746
69,14,5,0,10,30,7,30.14,17752
69,14,5,0,10,39,3,30.08,22523
69,14,5,1,10,27,0,30.05,6614
69,14,5,1,10,38,0,30.07,0
69,14,5,0,10,48,3,30.07,0
63,5,2,0,10,75,0,30.08,0
63,5,2,1,10,90,0,30.06,0
63,5,2,0,10,90,0,30.09,595
63,5,2,0,8,78,3,30.11,16232
63,5,2,1,8,73,8,30.06,21472
63,5,2,1,6,50,0,30.04,5578
63,5,2,1,10,68,3,30.06,0
63,5,2,2,9,75,0,30.09,0
64,9,1.2,1,8,83,0,30.1,0
64,9,1.2,0,7,87,0,30.11,0
64,9,1.2,1,6,90,3,30.13,585
64,9,1.2,1,6,78,3,30.15,16124
64,9,1.2,1,7,70,3,30.11,21511
64,9,1.2,2,10,49,0,30.08,5527
64,9,1.2,1,10,70,0,30.09,0
64,9,1.2,1,10,78,0,30.11,0
57,29,9.3,1,10,81,0,30.11,0
57,29,9.3,0,10,86,6,30.12,0
57,29,9.3,1,10,93,7,30.14,512
57,29,9.3,0,9,81,0,30.17,15771
57,29,9.3,1,9,75,18,30.12,21856
57,29,9.3,1,9,83,16,30.09,4702
57,29,9.3,1,6,96,13,30.1,0
57,29,9.3,1,7,93,11,30.12,0
54,27,5.7,2,7,93,6,30.13,0
54,27,5.7,4,8,86,5,30.14,0
54,27,5.7,4,6,86,7,30.14,0
54,27,5.7,4,8,86,5,30.16,3113
54,27,5.7,4,9,83,9,30.14,7669
54,27,5.7,3,10,80,9,30.11,5693
54,27,5.7,3,10,90,10,30.14,0
54,27,5.7,4,10,86,8,30.16,0
57,27,6.6,4,10,90,7,30.15,0
57,27,6.6,3,10,90,3,30.16,0
57,27,6.6,4,9,90,5,30.21,53
57,27,6.6,4,8,87,5,30.25,4089
57,27,6.6,3,10,78,11,30.22,14702
57,27,6.6,2,10,72,14,30.2,4839
57,27,6.6,0,10,78,10,30.21,0
57,27,6.6,0,10,69,3,30.21,0
55,28,6.6,0,10,83,3,30.2,0
55,28,6.6,0,10,83,0,30.16,0
55,28,6.6,1,10,80,3,30.16,523
55,28,6.6,1,10,60,5,30.15,16265
55,28,6.6,1,10,37,0,30.11,22287
55,28,6.6,1,10,60,11,30.08,6352
55,28,6.6,0,10,83,22,30.1,0
55,28,6.6,0,10,83,8,30.11,0
54,28,6,2,10,77,0,30.09,0
54,28,6,0,10,83,5,30.08,0
54,28,6,2,10,83,0,30.12,534
54,28,6,2,10,72,3,30.15,15976
54,28,6,2,10,70,3,30.1,21808
54,28,6,3,10,67,14,30.07,6518
54,28,6,4,9,96,20,30.08,0
54,28,6,1,8,100,0,30.09,0
56,17,4,0,10,93,5,30.07,0
56,17,4,0,9,89,6,30.04,0
56,17,4,1,9,96,5,30.04,377
56,17,4,1,8,72,7,30.06,15727
56,17,4,1,10,56,0,30.01,21630
56,17,4,1,10,50,0,29.99,5778
56,17,4,1,10,78,0,30.01,0
56,17,4,0,10,77,0,30.05,0
54,15,2.7,1,10,86,0,30.05,0
54,15,2.7,0,9,89,5,30.05,0
54,15,2.7,2,5,89,3,30.06,0
54,15,2.7,3,3,83,6,30.07,11153
54,15,2.7,3,4,80,5,30.03,13434
54,15,2.7,3,7,62,3,30,1789
54,15,2.7,3,10,67,0,30.01,0
54,15,2.7,3,10,78,0,30,0
55,36,3.3,3,9,77,0,30.01,0
55,36,3.3,3,10,83,0,30.03,0
55,36,3.3,3,8,83,0,30.04,80
55,36,3.3,4,7,87,7,30.05,618
55,36,3.3,4,7,75,0,30.01,2606
55,36,3.3,4,6,81,6,29.98,915
55,36,3.3,3,10,75,0,29.96,0
55,36,3.3,3,10,83,7,29.96,0
55,34,2.1,3,10,80,3,29.94,0
55,34,2.1,3,10,83,6,29.89,0
55,34,2.1,4,9,83,0,29.85,69
55,34,2.1,4,9,78,0,29.88,1340
55,34,2.1,4,4,90,0,29.88,2726
55,34,2.1,4,6,86,0,29.89,68
55,34,2.1,3,9,90,0,29.92,0
55,34,2.1,4,8,90,0,29.95,0
56,29,7.2,3,9,93,0,29.98,0
56,29,7.2,4,9,93,9,30,0
56,29,7.2,4,8,90,6,30.05,0
56,29,7.2,2,8,87,7,30.1,13893
56,29,7.2,4,9,80,11,30.09,11407
56,29,7.2,3,10,78,11,30.11,633
56,29,7.2,4,10,80,10,30.15,0
56,29,7.2,4,10,83,8,30.2,0
53,24,3.9,4,10,86,5,30.22,0
53,24,3.9,4,10,83,3,30.22,0
53,24,3.9,4,10,86,3,30.25,11
53,24,3.9,4,10,83,3,30.3,1353
53,24,3.9,4,10,83,5,30.24,10939
53,24,3.9,4,7,78,3,30.2,4273
53,24,3.9,2,10,90,8,30.22,0
53,24,3.9,2,8,96,0,30.22,0
57,12,2.8,2,8,93,0,30.19,0
57,12,2.8,4,4,96,5,30.17,0
57,12,2.8,2,4,96,,30.16,159
57,12,2.8,3,7,80,8,30.19,7229
57,12,2.8,2,10,75,0,30.12,18371
57,12,2.8,1,10,54,0,30.1,5918
57,12,2.8,0,10,70,0,30.11,0
57,12,2.8,0,10,72,3,30.15,0
55,7,2.3,0,10,80,0,30.17,0
55,7,2.3,0,8,90,3,30.15,0
55,7,2.3,2,4,93,3,30.14,191
55,7,2.3,2,6,83,5,30.16,14064
55,7,2.3,2,8,75,6,30.12,20574
55,7,2.3,2,6,75,0,30.09,5548
55,7,2.3,1,10,67,0,30.11,0
55,7,2.3,0,9,83,3,30.13,0
53,28,6.9,0,6,93,0,30.13,0
53,28,6.9,2,4,100,6,30.13,0
53,28,6.9,4,0.25,100,3,30.14,0
53,28,6.9,4,3,96,7,30.18,2184
53,28,6.9,4,4,86,9,30.14,2907
53,28,6.9,4,6,80,11,30.13,469
53,28,6.9,3,10,80,9,30.12,0
53,28,6.9,4,10,80,9,30.15,0
56,28,6.9,4,10,83,9,30.16,0
56,28,6.9,4,10,86,11,30.17,0
56,28,6.9,4,7,96,8,30.18,0
56,28,6.9,3,9,81,9,30.2,10230
56,28,6.9,1,10,75,5,30.14,19145
56,28,6.9,2,10,70,10,30.15,5666
56,28,6.9,1,10,86,5,30.16,0
56,28,6.9,0,10,90,0,30.19,0
53,33,3.7,0,8,90,5,30.17,0
53,33,3.7,4,5,93,0,30.18,0
53,33,3.7,4,0,100,0,30.2,0
53,33,3.7,4,1.5,100,3,30.2,5857
53,33,3.7,3,5,80,5,30.12,14677
53,33,3.7,4,6,69,3,30.1,3724
53,33,3.7,3,9,86,6,30.09,0
53,33,3.7,3,9,83,7,30.08,0
54,6,7.4,2,10,77,11,30.06,0
54,6,7.4,2,10,80,13,30.05,0
54,6,7.4,4,5,80,13,30.06,188
54,6,7.4,4,5,77,7,30.07,13982
54,6,7.4,0,7,64,6,30.03,21285
54,6,7.4,0,8,67,0,30,5652
54,6,7.4,0,8,83,5,30.02,0
54,6,7.4,0,9,77,0,30.08,0
54,15,3.5,0,10,83,5,30.11,0
54,15,3.5,0,10,89,5,30.14,0
54,15,3.5,1,6,86,6,30.17,117
54,15,3.5,1,6,72,6,30.23,13253
54,15,3.5,1,9,56,0,30.18,20321
54,15,3.5,3,10,46,0,30.16,5999
54,15,3.5,2,10,55,0,30.19,0
54,15,3.5,1,10,71,5,30.23,0
51,3,3.6,1,10,68,0,30.22,0
51,3,3.6,0,10,74,0,30.21,0
51,3,3.6,1,10,86,0,30.24,110
51,3,3.6,1,8,77,7,30.26,13734
51,3,3.6,1,7,62,0,30.21,20887
51,3,3.6,1,8,72,3,30.18,5603
51,3,3.6,1,9,77,3,30.17,0
51,3,3.6,1,10,80,0,30.18,0
50,27,6.6,2,8,86,6,30.17,0
50,27,6.6,2,5,89,6,30.16,0
50,27,6.6,2,4,96,6,30.13,140
50,27,6.6,4,2.5,86,0,30.15,12328
50,27,6.6,4,6,80,11,30.1,11715
50,27,6.6,4,10,74,10,30.08,3854
50,27,6.6,4,10,80,8,30.06,0
50,27,6.6,4,10,80,6,30.07,0
50,33,4.9,4,10,80,6,30.06,0
50,33,4.9,3,10,86,9,30.07,0
50,33,4.9,3,9,86,3,30.05,90
50,33,4.9,3,9,77,8,30.1,3336
50,33,4.9,1,10,77,9,30.07,15878
50,33,4.9,2,10,71,0,30.07,5654
50,33,4.9,1,10,74,0,30.08,0
50,33,4.9,0,10,86,3,30.09,0
49,6,6.4,0,10,89,3,30.11,0
49,6,6.4,1,10,93,3,30.16,0
49,6,6.4,1,10,57,7,30.23,108
49,6,6.4,1,10,49,6,30.27,13962
49,6,6.4,1,10,55,7,30.23,21545
49,6,6.4,1,10,67,11,30.26,5580
49,6,6.4,0,10,69,6,30.31,0
49,6,6.4,0,10,80,0,30.35,0
51,12,4,0,9,89,6,30.36,0
51,12,4,0,9,86,6,30.35,0
51,12,4,0,6,80,10,30.36,98
51,12,4,0,5,74,3,30.4,13185
51,12,4,0,8,51,3,30.32,20658
51,12,4,1,9,78,6,30.26,5430
51,12,4,0,10,69,3,30.25,0
51,12,4,1,10,74,3,30.27,0
50,29,4.9,0,10,80,0,30.22,0
50,29,4.9,1,10,83,0,30.18,0
50,29,4.9,1,10,83,9,30.18,25
50,29,4.9,3,8,72,0,30.18,12722
50,29,4.9,3,9,67,5,30.1,17127
50,29,4.9,3,6,78,0,30.04,4287
50,29,4.9,1,10,75,13,29.99,0
50,29,4.9,2,9,90,11,30,0
53,27,9.4,4,8,90,8,29.97,0
53,27,9.4,4,10,86,0,29.94,0
53,27,9.4,2,6,89,3,29.95,101
53,27,9.4,1,4,80,0,29.97,12297
53,27,9.4,3,9,67,8,29.9,15931
53,27,9.4,4,9,83,14,29.88,2812
53,27,9.4,4,10,80,29,29.86,0
53,27,9.4,4,10,90,7,29.85,0
49,29,15.9,3,10,72,22,29.84,0
49,29,15.9,4,9,69,22,29.85,0
49,29,15.9,2,10,66,14,29.89,75
49,29,15.9,2,10,57,15,29.92,12944
49,29,15.9,3,10,51,20,29.87,17309
49,29,15.9,2,10,61,16,29.85,3618
49,29,15.9,2,10,66,20,29.89,0
49,29,15.9,3,10,63,10,29.92,0
45,16,7.8,2,10,68,8,29.91,0
45,16,7.8,2,10,76,6,29.93,0
45,16,7.8,3,10,83,7,29.95,0
45,16,7.8,4,10,74,13,29.95,738
45,16,7.8,4,10,80,6,29.89,4194
45,16,7.8,4,4,86,0,29.83,223
45,16,7.8,4,9,93,8,29.79,0
45,16,7.8,3,10,89,10,29.77,0
46,21,8.9,3,10,93,8,29.75,0
46,21,8.9,3,10,83,7,29.75,0
46,21,8.9,4,9,80,8,29.76,0
46,21,8.9,3,9,77,9,29.81,10192
46,21,8.9,2,10,66,16,29.79,13049
46,21,8.9,3,10,61,15,29.79,198
46,21,8.9,3,10,93,8,29.82,0
46,21,8.9,2,10,89,5,29.87,0
43,5,9.3,3,10,76,3,29.89,0
43,5,9.3,3,10,93,3,29.9,0
43,5,9.3,4,4,93,9,29.93,0
43,5,9.3,3,10,86,10,29.99,4935
43,5,9.3,3,10,74,7,29.97,8729
43,5,9.3,3,10,83,20,29.99,1599
43,5,9.3,3,10,83,16,30.02,0
43,5,9.3,2,10,83,6,30.03,0
43,29,8.4,1,10,63,10,30.04,0
43,29,8.4,1,10,58,9,30.05,0
43,29,8.4,1,10,73,0,30.05,0
43,29,8.4,0,10,60,3,30.04,13602
43,29,8.4,1,10,44,5,29.96,22524
43,29,8.4,1,10,59,14,29.91,6311
43,29,8.4,0,10,71,10,29.91,0
43,29,8.4,0,10,68,14,29.92,0
47,20,8.7,0,10,63,7,29.92,0
47,20,8.7,0,10,65,6,29.97,0
47,20,8.7,1,10,77,7,30.05,37
47,20,8.7,2,10,80,6,30.12,8699
47,20,8.7,3,10,74,8,30.13,10968
47,20,8.7,4,10,69,11,30.14,3407
47,20,8.7,3,10,74,9,30.17,0
47,20,8.7,3,10,80,14,30.22,0
49,26,9.2,3,10,80,14,30.23,0
49,26,9.2,4,10,86,11,30.23,0
49,26,9.2,4,10,96,0,30.27,0
49,26,9.2,3,9,80,8,30.32,7715
49,26,9.2,2,10,59,14,30.3,18824
49,26,9.2,2,10,59,16,30.31,5367
49,26,9.2,1,10,71,10,30.34,0
49,26,9.2,1,10,77,9,30.36,0
43,29,2.3,1,10,73,6,30.37,0
43,29,2.3,0,10,82,5,30.35,0
43,29,2.3,1,10,82,0,30.36,91
43,29,2.3,2,10,74,0,30.4,12388
43,29,2.3,2,10,61,0,30.33,20205
43,29,2.3,3,10,61,0,30.29,5310
43,29,2.3,3,10,63,3,30.27,0
43,29,2.3,2,10,63,5,30.27,0
49,12,5.1,3,10,68,3,30.24,0
49,12,5.1,3,10,77,3,30.22,0
49,12,5.1,4,10,74,0,30.19,104
49,12,5.1,4,10,71,0,30.19,881
49,12,5.1,4,8,86,6,30.07,2223
49,12,5.1,4,5,86,10,29.99,612
49,12,5.1,4,4,100,10,29.9,0
49,12,5.1,4,10,96,10,29.87,0
48,26,8.9,2,10,83,7,29.83,0
48,26,8.9,3,10,89,3,29.86,0
48,26,8.9,1,10,89,0,29.89,0
48,26,8.9,1,10,69,9,29.91,13034
48,26,8.9,3,10,71,11,29.89,10962
48,26,8.9,3,10,71,11,29.88,2553
48,26,8.9,2,10,80,7,29.89,0
48,26,8.9,3,9,77,14,29.92,0
47,13,3.6,3,10,86,0,29.9,0
47,13,3.6,4,10,93,5,29.91,0
47,13,3.6,2,10,83,0,29.93,0
47,13,3.6,3,10,77,0,29.96,8491
47,13,3.6,3,10,77,8,29.93,12958
47,13,3.6,3,10,69,5,29.9,6769
47,13,3.6,4,10,71,3,29.89,0
47,13,3.6,4,10,77,6,29.89,0
51,14,10.4,4,10,83,9,29.88,0
51,14,10.4,4,8,83,6,29.84,0
51,14,10.4,4,10,83,5,29.82,0
51,14,10.4,4,10,80,7,29.84,2014
51,14,10.4,4,10,77,10,29.81,1672
51,14,10.4,4,10,72,10,29.78,212
51,14,10.4,4,10,77,6,29.77,0
51,14,10.4,4,10,75,22,29.72,0
47,28,21.1,4,10,86,30,29.65,0
47,28,21.1,4,8,90,15,29.64,0
47,28,21.1,4,10,93,24,29.67,0
47,28,21.1,3,6,96,25,29.79,7417
47,28,21.1,2,10,57,28,29.81,20992
47,28,21.1,2,10,68,26,29.86,5808
47,28,21.1,1,10,68,20,29.91,0
47,28,21.1,1,10,66,16,29.98,0
47,29,4.9,0,10,71,10,30.04,0
47,29,4.9,0,10,71,9,30.09,0
47,29,4.9,0,10,74,8,30.17,0
47,29,4.9,1,10,68,0,30.25,13246
47,29,4.9,1,10,54,5,30.24,22387
47,29,4.9,2,10,52,0,30.26,6491
47,29,4.9,3,10,71,8,30.29,0
47,29,4.9,3,10,74,0,30.32,0
45,12,1.3,1,10,83,0,30.32,0
45,12,1.3,2,10,89,0,30.34,0
45,12,1.3,2,10,93,0,30.37,0
45,12,1.3,2,10,80,3,30.42,6570
45,12,1.3,3,10,71,5,30.37,13748
45,12,1.3,3,10,66,0,30.36,1869
45,12,1.3,3,10,77,0,30.36,0
45,12,1.3,3,10,77,0,30.39,0
51,10,2.4,4,10,86,0,30.38,0
51,10,2.4,4,10,89,3,30.38,0
51,10,2.4,2,10,89,0,30.37,101
51,10,2.4,3,10,86,8,30.39,11039
51,10,2.4,3,10,80,0,30.33,14950
51,10,2.4,3,10,67,0,30.28,6341
51,10,2.4,2,10,80,3,30.27,0
51,10,2.4,3,10,86,5,30.27,0
51,30,3.2,2,10,89,3,30.26,0
51,30,3.2,3,9,93,0,30.26,0
51,30,3.2,3,9,93,0,30.28,0
51,30,3.2,3,6,90,5,30.3,3729
51,30,3.2,3,6,86,3,30.25,8365
51,30,3.2,2,10,72,0,30.22,6822
51,30,3.2,1,10,93,8,30.2,0
51,30,3.2,1,10,90,3,30.22,0
50,34,4.6,1,10,89,0,30.21,0
50,34,4.6,2,6,93,5,30.21,0
50,34,4.6,3,5,96,9,30.21,15
50,34,4.6,3,0.75,93,6,30.23,12426
50,34,4.6,1,5,86,3,30.15,22458
50,34,4.6,1,10,83,6,30.12,7453
50,34,4.6,1,10,86,6,30.15,0
50,34,4.6,1,10,93,7,30.19,0
48,30,4.1,3,7,96,7,30.2,0
48,30,4.1,4,0.5,96,0,30.2,0
48,30,4.1,4,0.25,96,5,30.22,0
48,30,4.1,4,0.5,96,3,30.26,2423
48,30,4.1,1,2.5,96,3,30.2,15177
48,30,4.1,3,1.25,96,8,30.18,5904
48,30,4.1,4,10,93,9,30.17,0
48,30,4.1,4,10,90,5,30.18,0
47,3,3.8,4,10,93,8,30.17,0
47,3,3.8,4,10,89,7,30.18,0
47,3,3.8,4,5,93,9,30.18,0
47,3,3.8,4,4,89,5,30.21,9650
47,3,3.8,4,6,89,0,30.14,17059
47,3,3.8,2,7,83,6,30.09,6573
47,3,3.8,0,4,86,5,30.08,0
47,3,3.8,4,4,89,0,30.07,0
51,25,10.3,4,1.5,96,3,30.03,0
51,25,10.3,4,1.75,96,9,30.02,0
51,25,10.3,4,4,96,10,29.95,0
51,25,10.3,4,3,93,6,29.93,998
51,25,10.3,4,5,90,14,29.91,3831
51,25,10.3,2,10,74,16,29.92,4368
51,25,10.3,2,10,74,14,29.95,0
51,25,10.3,2,10,83,8,30,0
44,30,5.2,2,10,80,3,30.01,0
44,30,5.2,1,10,86,6,30.04,0
44,30,5.2,1,10,86,3,30.05,6
44,30,5.2,2,10,61,0,30.09,10848
44,30,5.2,3,10,54,7,30.05,20941
44,30,5.2,3,10,50,13,30.04,7581
44,30,5.2,1,10,68,3,30.05,0
44,30,5.2,1,10,76,8,30.07,0
42,27,2.4,0,10,76,0,30.08,0
42,27,2.4,0,10,73,0,30.1,0
42,27,2.4,0,10,76,3,30.13,13
42,27,2.4,2,10,71,0,30.21,11696
42,27,2.4,3,10,61,3,30.17,20749
42,27,2.4,3,10,52,0,30.17,6851
42,27,2.4,3,10,68,8,30.22,0
42,27,2.4,3,10,74,0,30.24,0
46,4,4.2,4,10,77,0,30.22,0
46,4,4.2,4,10,74,3,30.2,0
46,4,4.2,4,10,68,0,30.2,0
46,4,4.2,4,10,68,0,30.2,1847
46,4,4.2,4,1.5,93,0,30.16,4988
46,4,4.2,4,1.5,96,5,30.18,1175
46,4,4.2,4,6,93,0,30.21,0
46,4,4.2,3,9,86,7,30.25,0
49,17,3.5,4,9,86,0,30.25,0
49,17,3.5,4,10,93,0,30.27,0
49,17,3.5,4,8,86,6,30.26,0
49,17,3.5,4,8,86,6,30.3,2312
49,17,3.5,4,10,80,3,30.26,15975
49,17,3.5,3,10,80,0,30.25,7508
49,17,3.5,3,10,93,9,30.27,0
49,17,3.5,4,10,90,0,30.29,0
49,1,3.8,4,8,93,5,30.26,0
49,1,3.8,4,4,93,5,30.27,0
49,1,3.8,4,5,89,3,30.26,0
49,1,3.8,4,5,86,3,30.29,8716
49,1,3.8,1,5,80,0,30.23,20917
49,1,3.8,1,6,77,0,30.19,7239
49,1,3.8,0,9,86,6,30.17,0
49,1,3.8,0,7,86,8,30.16,0
48,4,3.8,2,5,89,7,30.15,0
48,4,3.8,4,4,89,6,30.18,0
48,4,3.8,4,4,93,3,30.19,0
48,4,3.8,3,2.5,83,5,30.22,8436
48,4,3.8,4,9,86,6,30.17,7129
48,4,3.8,2,9,80,7,30.18,7093
48,4,3.8,1,10,89,0,30.2,0
48,4,3.8,0,8,89,0,30.22,0
49,11,6.6,0,6,93,5,30.22,0
49,11,6.6,4,2,96,6,30.24,0
49,11,6.6,4,0.25,96,0,30.27,3
49,11,6.6,1,5,96,7,30.3,12752
49,11,6.6,1,10,51,13,30.26,23728
49,11,6.6,1,10,39,6,30.26,8333
49,11,6.6,1,10,45,10,30.32,0
49,11,6.6,1,10,46,10,30.37,0
56,8,6.9,1,10,53,10,30.39,0
56,8,6.9,0,10,64,14,30.43,0
56,8,6.9,0,10,61,5,30.47,3
56,8,6.9,0,10,69,10,30.53,12646
56,8,6.9,0,10,41,5,30.49,23280
56,8,6.9,1,10,58,7,30.47,8262
56,8,6.9,1,10,51,6,30.5,0
56,8,6.9,0,10,77,5,30.52,0
48,3,2.7,0,10,77,0,30.5,0
48,3,2.7,0,10,77,6,30.49,0
48,3,2.7,1,10,83,3,30.5,0
48,3,2.7,1,10,77,3,30.51,12521
48,3,2.7,2,10,77,5,30.43,22737
48,3,2.7,3,10,72,5,30.35,7538
48,3,2.7,2,10,51,3,30.32,0
48,3,2.7,1,10,77,0,30.31,0
59,9,9.5,1,10,71,0,30.29,0
59,9,9.5,1,10,58,9,30.28,0
59,9,9.5,2,10,48,8,30.29,128
59,9,9.5,3,10,48,17,30.31,815
59,9,9.5,2,10,50,13,30.27,0
59,9,9.5,1,10,42,16,30.23,0
59,9,9.5,0,10,52,9,30.25,0
59,9,9.5,0,10,52,8,30.28,0
61,13,5.3,0,10,64,7,30.3,0
61,13,5.3,0,10,64,8,30.3,0
61,13,5.3,0,10,80,9,30.3,0
61,13,5.3,0,10,46,9,30.33,12826
61,13,5.3,0,10,35,7,30.27,22992
61,13,5.3,0,10,29,3,30.22,8465
61,13,5.3,0,10,69,0,30.23,0
61,13,5.3,0,10,57,0,30.24,0
55,9,2.3,0,10,74,5,30.23,0
55,9,2.3,0,10,86,0,30.22,0
55,9,2.3,0,10,89,0,30.22,18
55,9,2.3,1,10,80,3,30.24,12654
55,9,2.3,3,9,78,6,30.17,22639
55,9,2.3,2,10,40,3,30.14,8636
55,9,2.3,3,10,55,0,30.15,0
55,9,2.3,2,10,64,3,30.16,0
56,13,3.2,1,10,77,0,30.15,0
56,13,3.2,1,10,80,0,30.14,0
56,13,3.2,1,10,83,5,30.15,15
56,13,3.2,1,10,51,9,30.17,12969
56,13,3.2,1,10,70,6,30.12,23144
56,13,3.2,1,10,39,3,30.1,8684
56,13,3.2,1,10,64,3,30.11,0
56,13,3.2,0,10,59,3,30.15,0
55,12,2,0,10,69,0,30.16,0
55,12,2,0,10,77,0,30.19,0
55,12,2,0,10,80,0,30.22,21
55,12,2,0,10,72,7,30.27,12728
55,12,2,0,10,65,3,30.21,23077
55,12,2,0,10,56,0,30.19,3049
55,12,2,0,10,55,0,30.2,0
55,12,2,0,10,59,0,30.24,0
52,6,1.1,0,10,71,0,30.24,0
52,6,1.1,1,10,83,0,30.23,0
52,6,1.1,0,10,89,0,30.23,189
52,6,1.1,0,6,80,0,30.25,12474
52,6,1.1,0,6,80,8,30.18,22482
52,6,1.1,1,6,69,0,30.15,8277
52,6,1.1,0,8,62,0,30.15,0
52,6,1.1,0,8,77,0,30.19,0
55,14,2.5,0,8,93,6,30.21,0
55,14,2.5,0,8,89,0,30.23,0
55,14,2.5,0,8,93,5,30.25,52
55,14,2.5,0,4,72,8,30.29,12545
55,14,2.5,0,5,54,3,30.26,23065
55,14,2.5,0,6,42,0,30.25,8581
55,14,2.5,0,10,58,0,30.25,0
55,14,2.5,0,10,66,3,30.26,0
55,14,1.9,0,10,80,0,30.25,0
55,14,1.9,0,10,77,0,30.24,0
55,14,1.9,0,10,77,0,30.24,23
55,14,1.9,0,10,48,6,30.26,13489
55,14,1.9,0,10,45,5,30.19,23615
55,14,1.9,0,10,31,0,30.15,9129
55,14,1.9,0,10,48,3,30.15,0
55,14,1.9,0,10,67,3,30.16,0
55,13,1.5,0,10,74,0,30.15,0
55,13,1.5,0,10,77,0,30.15,0
55,13,1.5,1,10,86,0,30.15,207
55,13,1.5,1,10,55,3,30.17,13558
55,13,1.5,1,10,37,3,30.09,23223
55,13,1.5,2,10,52,5,30.04,8478
55,13,1.5,1,10,50,0,30.04,0
55,13,1.5,2,10,55,0,30.05,0
55,4,2.4,2,10,83,0,30.04,0
55,4,2.4,3,10,74,5,30.01,0
55,4,2.4,3,10,77,3,29.99,0
55,4,2.4,4,10,75,3,30.02,1488
55,4,2.4,4,10,67,0,29.98,2059
55,4,2.4,4,10,72,3,29.98,1216
55,4,2.4,4,10,77,3,29.98,0
55,4,2.4,4,10,83,7,30,0
53,2,2.6,4,8,83,5,29.98,0
53,2,2.6,4,4,93,0,29.98,0
53,2,2.6,4,2.5,93,9,29.98,0
53,2,2.6,4,4,96,0,30.02,120
53,2,2.6,4,4,93,7,30,4956
53,2,2.6,4,8,93,0,30,2298
53,2,2.6,4,9,93,0,30,0
53,2,2.6,4,10,86,3,30.01,0
54,32,2.7,4,7,75,7,30.01,0
54,32,2.7,4,5,93,3,30.02,0
54,32,2.7,4,4,96,3,30.02,0
54,32,2.7,4,6,96,0,30.05,2240
54,32,2.7,4,1.5,96,0,30.03,4097
54,32,2.7,4,3,96,0,30.02,1871
54,32,2.7,4,4,96,0,30.04,0
54,32,2.7,4,8,96,7,30.07,0
52,27,10,4,5,96,8,30.09,0
52,27,10,4,9,96,14,30.12,0
52,27,10,4,10,90,10,30.14,0
52,27,10,4,6,93,10,30.18,1483
52,27,10,4,10,80,10,30.15,2273
52,27,10,4,9,80,9,30.15,1717
52,27,10,4,10,80,9,30.14,0
52,27,10,4,10,69,13,30.17,0
50,28,18.7,4,10,71,16,30.15,0
50,28,18.7,3,10,69,21,30.11,0
50,28,18.7,2,10,74,18,30.09,17
50,28,18.7,2,10,69,18,30.11,13734
50,28,18.7,3,10,72,21,30.05,19435
50,28,18.7,3,10,72,21,29.99,4842
50,28,18.7,2,10,77,21,29.98,0
50,28,18.7,2,10,80,11,30,0
47,32,6.6,1,10,77,7,30.01,0
47,32,6.6,1,10,79,5,30.03,0
47,32,6.6,1,10,79,3,30.07,0
47,32,6.6,1,10,71,3,30.12,15341
47,32,6.6,1,10,66,5,30.1,25763
47,32,6.6,1,10,51,6,30.12,10514
47,32,6.6,0,10,71,8,30.2,0
47,32,6.6,0,10,54,7,30.26,0
47,36,6,0,10,52,15,30.31,0
47,36,6,0,10,44,5,30.39,0
47,36,6,1,10,42,6,30.42,0
47,36,6,1,10,34,0,30.49,14987
47,36,6,1,10,35,5,30.48,25220
47,36,6,1,10,53,5,30.47,10118
47,36,6,0,10,68,9,30.49,0
47,36,6,0,10,66,5,30.51,0
49,27,4.7,0,10,76,0,30.5,0
49,27,4.7,0,10,79,3,30.49,0
