temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
49,27,4.7,0,10,86,3,30.5,0
49,27,4.7,0,10,61,3,30.5,15070
49,27,4.7,0,10,40,0,30.39,25314
49,27,4.7,1,10,67,16,30.32,10416
49,27,4.7,1,10,90,13,30.3,0
49,27,4.7,0,10,89,0,30.31,0
54,10,4.8,0,10,86,0,30.29,0
54,10,4.8,0,10,86,6,30.3,0
54,10,4.8,1,10,53,14,30.33,0
54,10,4.8,0,10,49,9,30.37,0
54,10,4.8,0,10,46,6,30.31,0
54,10,4.8,0,10,34,5,30.29,0
54,10,4.8,0,10,75,0,30.3,0
54,10,4.8,0,10,64,3,30.31,0
52,29,4.8,0,10,80,5,30.31,0
52,29,4.8,0,10,83,6,30.3,0
52,29,4.8,1,10,89,3,30.31,0
52,29,4.8,0,8,77,0,30.32,0
52,29,4.8,0,8,75,3,30.25,21150
52,29,4.8,0,9,56,3,30.21,10418
52,29,4.8,0,10,77,9,30.2,0
52,29,4.8,1,8,93,11,30.21,0
51,28,5,1,10,93,13,30.18,0
51,28,5,1,10,89,3,30.17,0
51,28,5,0,10,89,0,30.16,292
51,28,5,0,5,83,0,30.19,15312
51,28,5,0,7,80,5,30.14,24563
51,28,5,0,10,67,10,30.09,10570
51,28,5,0,10,83,7,30.09,1
51,28,5,1,10,89,5,30.12,0
54,32,1.9,0,10,86,0,30.13,0
54,32,1.9,1,10,83,0,30.15,0
54,32,1.9,0,10,86,0,30.18,362
54,32,1.9,0,10,42,3,30.23,16420
54,32,1.9,0,10,29,5,30.18,25922
54,32,1.9,0,10,29,5,30.17,11047
54,32,1.9,0,10,45,5,30.19,0
54,32,1.9,0,10,59,0,30.21,0
54,7,1.8,0,10,77,0,30.22,0
54,7,1.8,0,10,80,5,30.21,0
54,7,1.8,1,10,89,5,30.22,375
54,7,1.8,1,10,72,3,30.26,15387
54,7,1.8,0,9,69,6,30.2,24249
54,7,1.8,0,9,49,0,30.15,10241
54,7,1.8,0,10,65,0,30.15,0
54,7,1.8,0,10,77,0,30.17,0
56,32,3.1,0,9,80,0,30.14,0
56,32,3.1,0,5,86,0,30.11,0
56,32,3.1,0,4,93,3,30.1,345
56,32,3.1,0,4,67,6,30.1,15731
56,32,3.1,0,5,72,5,30.02,24745
56,32,3.1,1,10,58,8,29.97,10469
56,32,3.1,1,10,46,0,29.97,0
56,32,3.1,1,10,62,7,29.98,0
53,20,4.5,2,10,61,0,29.99,0
53,20,4.5,2,10,96,7,29.97,0
53,20,4.5,4,6,89,5,29.97,416
53,20,4.5,3,3,93,0,29.99,13562
53,20,4.5,4,4,78,0,29.95,14862
53,20,4.5,4,6,65,0,29.9,6425
53,20,4.5,4,10,75,3,29.89,3
53,20,4.5,4,10,44,20,29.9,0
55,16,10.3,2,10,72,8,29.89,0
55,16,10.3,4,10,90,8,29.91,0
55,16,10.3,4,10,90,8,29.91,1
55,16,10.3,3,10,83,11,29.96,4891
55,16,10.3,4,10,86,10,29.92,13489
55,16,10.3,3,10,72,14,29.9,6004
55,16,10.3,2,10,80,14,29.9,2
55,16,10.3,3,10,83,13,29.89,0
53,13,7.5,3,10,86,9,29.86,0
53,13,7.5,3,10,86,8,29.82,0
53,13,7.5,4,7,96,10,29.79,114
53,13,7.5,3,10,80,6,29.81,7359
53,13,7.5,4,9,83,6,29.79,4337
53,13,7.5,4,10,77,7,29.79,7204
53,13,7.5,4,10,86,6,29.8,0
53,13,7.5,4,7,86,15,29.83,0
55,32,5.3,3,10,83,9,29.85,0
55,32,5.3,3,10,86,10,29.84,0
55,32,5.3,2,10,86,7,29.86,501
55,32,5.3,3,10,83,3,29.89,9382
55,32,5.3,3,10,77,0,29.85,18365
55,32,5.3,2,10,69,11,29.85,9865
55,32,5.3,0,10,66,5,29.84,0
55,32,5.3,1,10,86,8,29.84,0
50,23,9,1,10,89,3,29.86,0
50,23,9,2,10,93,0,29.86,0
50,23,9,3,10,93,3,29.9,0
50,23,9,4,10,86,6,29.93,2169
50,23,9,4,10,77,10,29.91,6027
50,23,9,3,10,69,16,29.85,7760
50,23,9,4,10,86,11,29.82,0
50,23,9,3,10,77,15,29.83,0
48,29,16.2,3,10,68,18,29.84,0
48,29,16.2,3,10,74,10,29.85,0
48,29,16.2,3,10,77,6,29.89,795
48,29,16.2,3,10,59,21,29.96,16394
48,29,16.2,1,10,47,28,29.97,28891
48,29,16.2,1,10,64,26,30,12843
48,29,16.2,1,10,68,21,30.04,0
48,29,16.2,1,10,71,10,30.09,0
46,22,10.4,1,10,73,6,30.12,0
46,22,10.4,1,10,73,3,30.13,0
46,22,10.4,0,10,70,5,30.18,765
46,22,10.4,1,10,54,14,30.22,18914
46,22,10.4,3,10,59,8,30.21,26486
46,22,10.4,3,10,61,11,30.18,6262
46,22,10.4,4,10,61,14,30.14,0
46,22,10.4,3,9,80,17,30.11,0
49,22,7.7,3,10,89,15,30.09,0
49,22,7.7,2,10,86,6,30.12,0
49,22,7.7,3,10,96,6,30.14,0
49,22,7.7,3,9,83,8,30.16,0
49,22,7.7,3,10,72,8,30.12,0
49,22,7.7,4,7,83,10,30.1,0
49,22,7.7,2,10,77,9,30.09,0
49,22,7.7,3,10,89,7,30.1,0
49,22,6,3,10,89,3,30.09,0
49,22,6,3,10,86,6,30.09,0
49,22,6,2,10,86,0,30.14,860
49,22,6,2,10,77,5,30.2,14244
49,22,6,1,10,66,5,30.17,23065
49,22,6,3,10,59,8,30.15,12110
49,22,6,4,10,74,6,30.15,0
49,22,6,4,10,71,13,30.1,0
49,21,8.1,4,8,80,10,30.02,0
49,21,8.1,4,5,80,21,29.96,0
49,21,8.1,3,10,89,0,29.97,677
49,21,8.1,2,10,71,7,29.98,10223
49,21,8.1,2,10,57,10,29.96,23594
49,21,8.1,4,4,83,11,29.96,3329
49,21,8.1,3,10,83,8,29.94,0
49,21,8.1,3,10,80,6,29.97,0
48,14,12.3,2,10,86,6,29.98,0
48,14,12.3,3,10,89,7,29.98,0
48,14,12.3,3,10,93,8,30.01,311
48,14,12.3,3,10,80,11,30.04,14471
48,14,12.3,3,10,64,15,29.99,16337
48,14,12.3,3,10,59,17,29.94,7212
48,14,12.3,4,10,69,11,29.91,0
48,14,12.3,3,10,66,14,29.86,0
49,13,16.6,4,10,66,23,29.79,0
49,13,16.6,4,8,83,24,29.74,0
49,13,16.6,4,4,93,22,29.73,0
49,13,16.6,4,5,89,20,29.75,2428
49,13,16.6,4,10,83,24,29.7,3695
49,13,16.6,4,4,83,16,29.71,121
49,13,16.6,4,4,93,14,29.64,0
49,13,16.6,4,5,93,7,29.62,0
51,15,12.6,4,10,89,9,29.59,0
51,15,12.6,4,10,80,13,29.52,0
51,15,12.6,4,4,89,14,29.48,0
51,15,12.6,4,8,89,9,29.56,2983
51,15,12.6,3,10,74,11,29.61,13147
51,15,12.6,3,10,66,17,29.64,5516
51,15,12.6,4,10,83,15,29.68,0
51,15,12.6,3,10,83,14,29.71,0
51,18,11.8,3,10,86,14,29.74,0
51,18,11.8,4,4,80,14,29.74,0
51,18,11.8,4,10,80,11,29.79,114
51,18,11.8,3,10,72,14,29.87,2274
51,18,11.8,4,10,74,17,29.92,5403
51,18,11.8,3,10,80,6,29.96,2903
51,18,11.8,3,10,83,6,30.02,145
51,18,11.8,3,10,86,6,30.1,0
50,7,3.8,3,10,93,5,30.15,0
50,7,3.8,2,10,93,5,30.18,0
50,7,3.8,1,10,93,0,30.22,314
50,7,3.8,3,10,83,8,30.25,18188
50,7,3.8,3,10,75,6,30.21,23389
50,7,3.8,4,10,62,0,30.19,7755
50,7,3.8,3,10,67,0,30.2,97
50,7,3.8,2,10,77,0,30.2,0
53,16,3,0,10,86,3,30.19,0
53,16,3,0,10,93,0,30.17,0
53,16,3,1,10,93,0,30.2,1011
53,16,3,1,10,83,6,30.22,19469
53,16,3,2,10,72,3,30.18,27043
53,16,3,2,10,40,10,30.13,13347
53,16,3,1,10,69,6,30.14,72
53,16,3,0,10,69,0,30.16,0
54,32,1.3,2,10,77,3,30.17,0
54,32,1.3,3,10,80,0,30.18,0
54,32,1.3,3,10,86,3,30.18,869
54,32,1.3,3,10,69,5,30.19,7004
54,32,1.3,3,10,60,0,30.13,0
54,32,1.3,4,10,58,0,30.07,0
54,32,1.3,2,10,75,0,30.05,0
54,32,1.3,1,10,74,5,30.06,0
55,14,6.9,1,10,83,3,30.06,0
55,14,6.9,2,10,93,0,30.06,0
55,14,6.9,3,10,86,3,30.05,455
55,14,6.9,3,10,83,6,30.05,15925
55,14,6.9,4,10,83,0,30.04,12785
55,14,6.9,4,10,62,6,30,3458
55,14,6.9,4,10,78,24,29.93,0
55,14,6.9,4,10,78,15,29.92,0
56,15,9.4,4,10,78,20,29.97,0
56,15,9.4,4,10,86,0,29.97,0
56,15,9.4,4,3,93,10,29.96,0
56,15,9.4,4,4,93,7,29.99,133
56,15,9.4,4,4,90,7,29.99,1272
56,15,9.4,4,3,90,13,29.99,263
56,15,9.4,4,10,83,7,29.99,0
56,15,9.4,4,9,90,11,30.02,0
57,17,14.6,4,9,93,0,30.02,0
57,17,14.6,4,10,90,6,30.01,0
57,17,14.6,4,8,87,25,30,0
57,17,14.6,4,9,87,26,30.07,1046
57,17,14.6,4,10,84,18,30.07,2918
57,17,14.6,3,10,81,15,30.07,3445
57,17,14.6,4,8,87,16,30.09,144
57,17,14.6,4,6,90,14,30.13,0
55,27,5.3,4,6,90,10,30.15,0
55,27,5.3,4,10,96,3,30.17,0
55,27,5.3,3,9,100,3,30.18,1512
55,27,5.3,1,10,78,5,30.19,19599
55,27,5.3,2,10,72,5,30.17,29645
55,27,5.3,3,10,60,13,30.12,14527
55,27,5.3,3,10,77,8,30.08,135
55,27,5.3,3,10,86,5,30.08,0
56,17,7.6,3,10,83,6,30.07,0
56,17,7.6,3,10,86,5,30.08,0
56,17,7.6,3,10,86,8,30.11,196
56,17,7.6,3,10,77,6,30.15,9942
56,17,7.6,3,10,58,13,30.15,21062
56,17,7.6,4,10,72,11,30.13,5755
56,17,7.6,4,10,80,10,30.14,0
56,17,7.6,4,10,80,9,30.15,0
53,27,11.1,3,10,90,9,30.14,0
53,27,11.1,4,4,96,11,30.15,0
53,27,11.1,4,10,90,7,30.16,262
53,27,11.1,3,10,80,9,30.22,8573
53,27,11.1,3,10,75,14,30.21,28021
53,27,11.1,2,10,67,22,30.18,14907
53,27,11.1,2,10,74,13,30.21,112
53,27,11.1,2,10,77,8,30.23,0
52,32,5.2,0,10,74,6,30.23,0
52,32,5.2,1,10,74,5,30.21,0
52,32,5.2,3,10,74,5,30.23,1699
52,32,5.2,2,10,66,8,30.21,20749
52,32,5.2,3,10,64,6,30.17,29836
52,32,5.2,3,10,62,0,30.14,11279
52,32,5.2,3,10,67,0,30.1,66
52,32,5.2,2,10,69,0,30.12,0
55,10,3.1,3,10,77,6,30.11,0
55,10,3.1,3,10,80,5,30.06,0
55,10,3.1,3,10,71,0,30.04,659
55,10,3.1,4,10,69,3,30.05,9928
55,10,3.1,4,10,70,5,30.01,11983
55,10,3.1,4,10,75,5,29.96,6459
55,10,3.1,4,10,75,3,29.97,41
55,10,3.1,4,10,83,0,29.97,0
59,14,9.9,4,10,90,11,29.98,0
59,14,9.9,3,10,80,6,29.98,0
59,14,9.9,4,10,86,5,30.04,0
59,14,9.9,4,10,83,5,30.04,2396
59,14,9.9,4,10,87,16,29.97,2687
59,14,9.9,4,9,90,23,29.87,608
59,14,9.9,4,10,90,3,29.92,0
59,14,9.9,4,10,78,25,29.93,0
57,19,20.8,3,10,87,20,29.94,0
57,19,20.8,3,10,87,17,29.91,0
57,19,20.8,4,3,93,17,29.91,21
57,19,20.8,4,8,90,11,29.91,532
57,19,20.8,4,1.5,86,22,29.9,3748
57,19,20.8,2,10,67,33,29.89,10489
57,19,20.8,4,10,75,26,29.89,0
57,19,20.8,3,10,67,22,29.94,0
54,20,17.3,3,10,75,20,29.94,0
54,20,17.3,3,10,75,18,29.91,0
54,20,17.3,3,10,75,24,29.9,0
54,20,17.3,3,8,90,11,29.95,2933
54,20,17.3,3,9,83,17,29.91,15361
54,20,17.3,3,10,55,24,29.86,4139
54,20,17.3,3,10,64,20,29.85,0
54,20,17.3,3,9,89,9,29.88,0
50,18,7.9,3,10,74,8,29.89,0
50,18,7.9,2,10,83,5,29.91,0
50,18,7.9,3,10,80,6,29.96,1291
50,18,7.9,3,10,77,5,30.03,16983
50,18,7.9,3,10,57,13,30.03,25415
50,18,7.9,3,10,55,11,30.03,12898
50,18,7.9,3,10,71,9,30.05,134
50,18,7.9,2,10,71,10,30.07,0
52,27,7.3,4,10,83,5,30.1,0
52,27,7.3,4,9,96,10,30.11,0
52,27,7.3,3,10,77,6,30.14,1190
52,27,7.3,3,10,80,3,30.18,16816
52,27,7.3,3,10,69,5,30.16,27173
52,27,7.3,3,10,62,10,30.13,15652
52,27,7.3,3,10,72,10,30.13,86
52,27,7.3,2,10,77,7,30.14,0
52,28,12.6,3,10,77,14,30.14,0
52,28,12.6,2,10,71,9,30.14,0
52,28,12.6,4,10,80,3,30.14,467
52,28,12.6,3,10,67,14,30.15,21939
52,28,12.6,3,10,64,17,30.13,16806
52,28,12.6,3,10,64,18,30.1,14635
52,28,12.6,2,10,77,15,30.11,335
52,28,12.6,1,10,80,11,30.11,0
52,28,6.3,1,10,86,6,30.1,0
52,28,6.3,1,10,93,0,30.08,0
52,28,6.3,1,10,93,0,30.11,1364
52,28,6.3,1,10,80,6,30.15,19736
52,28,6.3,1,10,75,3,30.12,30769
52,28,6.3,2,10,67,14,30.07,15836
52,28,6.3,1,10,77,13,30.07,228
52,28,6.3,0,10,80,8,30.07,0
52,26,13.4,3,10,83,6,30.07,0
52,26,13.4,4,10,83,3,30.03,0
52,26,13.4,4,10,77,9,30.03,331
52,26,13.4,2,10,72,5,30.03,14201
52,26,13.4,1,10,59,17,30.01,31911
52,26,13.4,1,10,64,22,29.97,16173
52,26,13.4,1,10,71,10,29.96,230
52,26,13.4,1,10,61,24,29.98,0
49,29,13.2,1,10,58,18,30.01,0
49,29,13.2,0,10,65,10,30.04,0
49,29,13.2,1,10,53,14,30.07,2292
49,29,13.2,1,10,48,11,30.12,25550
49,29,13.2,1,10,45,15,30.12,32890
49,29,13.2,1,10,50,18,30.11,17309
49,29,13.2,0,10,63,16,30.13,244
49,29,13.2,0,10,68,8,30.16,0
48,27,6.3,0,10,65,5,30.17,0
48,27,6.3,0,10,79,3,30.16,0
48,27,6.3,0,10,77,6,30.18,2552
48,27,6.3,1,10,71,3,30.2,24464
48,27,6.3,1,10,45,3,30.14,32187
48,27,6.3,1,10,53,17,30.08,16680
48,27,6.3,1,10,61,17,30.07,160
48,27,6.3,3,10,71,6,30.09,0
50,28,5.9,3,10,73,0,30.07,0
50,28,5.9,1,10,73,3,30.04,0
50,28,5.9,1,10,79,0,30.05,2089
50,28,5.9,1,10,74,5,30.07,24003
50,28,5.9,1,10,41,0,30.03,31376
50,28,5.9,2,10,57,14,30,16173
50,28,5.9,0,10,69,16,30.02,247
50,28,5.9,0,10,77,7,30.06,0
51,28,9.5,1,10,86,6,30.07,0
51,28,9.5,1,10,86,0,30.07,0
51,28,9.5,1,10,89,5,30.1,1452
51,28,9.5,1,10,77,5,30.13,22968
51,28,9.5,1,10,62,14,30.1,31733
51,28,9.5,1,10,72,20,30.1,16613
51,28,9.5,1,10,83,17,30.1,264
51,28,9.5,1,10,86,13,30.15,0
52,27,11.5,1,10,89,10,30.15,0
52,27,11.5,4,10,89,7,30.15,0
52,27,11.5,4,10,83,0,30.16,738
52,27,11.5,2,10,77,5,30.18,22241
52,27,11.5,1,10,72,14,30.12,31880
52,27,11.5,1,10,72,24,30.09,16760
52,27,11.5,2,10,83,14,30.07,277
52,27,11.5,4,10,77,13,30.1,0
51,27,12.9,4,10,77,15,30.08,0
51,27,12.9,4,10,71,11,30.06,0
51,27,12.9,4,10,66,9,30.05,1260
51,27,12.9,4,10,66,17,30.08,13083
51,27,12.9,4,10,64,17,30.05,16045
51,27,12.9,4,10,64,16,30.03,10900
51,27,12.9,4,10,74,13,30.04,229
51,27,12.9,3,10,77,10,30.05,0
55,18,8.2,4,10,77,8,30.05,0
55,18,8.2,4,6,93,5,30.04,0
55,18,8.2,4,4,96,7,30.08,234
55,18,8.2,4,10,90,6,30.12,4700
55,18,8.2,4,10,78,10,30.12,8957
55,18,8.2,4,10,75,13,30.11,4361
55,18,8.2,3,10,80,8,30.13,12
55,18,8.2,3,10,83,7,30.17,0
59,20,8.6,4,10,90,13,30.17,0
59,20,8.6,4,6,96,9,30.18,0
59,20,8.6,4,10,96,7,30.22,324
59,20,8.6,4,9,87,11,30.26,6543
59,20,8.6,3,10,72,10,30.26,15051
59,20,8.6,3,10,70,16,30.25,12293
59,20,8.6,3,10,87,8,30.26,30
59,20,8.6,4,5,93,6,30.29,0
58,28,9,2,10,93,6,30.28,0
58,28,9,4,10,96,5,30.28,0
58,28,9,4,10,90,0,30.3,388
58,28,9,3,10,75,6,30.31,15785
58,28,9,3,10,72,5,30.28,27142
58,28,9,2,10,78,15,30.24,15649
58,28,9,3,10,86,22,30.24,290
58,28,9,2,10,90,14,30.24,0
58,29,8,2,10,93,10,30.23,0
58,29,8,2,10,93,6,30.22,0
58,29,8,4,8,90,0,30.22,3180
58,29,8,3,7,83,0,30.22,23463
58,29,8,3,8,75,5,30.16,27536
58,29,8,3,10,61,17,30.1,13687
58,29,8,3,10,72,17,30.07,384
58,29,8,2,10,77,8,30.05,0
59,28,12.4,3,10,80,3,30.04,0
59,28,12.4,3,10,86,8,30.02,0
59,28,12.4,1,9,86,13,30.03,3324
59,28,12.4,2,10,78,3,30.03,24644
59,28,12.4,2,10,67,20,29.99,31762
59,28,12.4,2,10,70,24,29.97,16724
59,28,12.4,1,10,77,17,29.95,330
59,28,12.4,2,10,86,16,29.96,0
54,27,15.6,1,10,90,14,29.95,0
54,27,15.6,4,10,93,18,29.95,0
54,27,15.6,4,8,96,14,29.96,549
54,27,15.6,3,9,83,10,29.97,21293
54,27,15.6,1,10,75,20,29.94,32324
54,27,15.6,3,9,83,24,29.91,16800
54,27,15.6,2,10,83,14,29.9,423
54,27,15.6,2,10,86,11,29.91,0
52,22,10.9,4,10,83,14,29.93,0
52,22,10.9,4,10,86,16,29.92,0
52,22,10.9,3,10,77,7,29.95,892
52,22,10.9,3,10,69,10,29.97,5981
52,22,10.9,4,10,77,13,29.97,8283
52,22,10.9,4,10,78,17,29.95,6459
52,22,10.9,4,10,80,10,29.93,189
52,22,10.9,3,10,74,0,29.94,0
49,29,22.1,4,10,86,10,29.95,0
49,29,22.1,4,10,77,20,30,0
49,29,22.1,3,10,66,26,30.08,1569
49,29,22.1,2,10,59,29,30.18,20733
49,29,22.1,2,10,54,26,30.21,20678
49,29,22.1,1,10,55,26,30.22,16864
49,29,22.1,1,10,61,26,30.26,390
49,29,22.1,1,10,63,16,30.31,0
49,29,13.5,0,10,65,5,30.34,0
49,29,13.5,0,10,70,5,30.33,0
49,29,13.5,1,10,63,7,30.36,3732
49,29,13.5,0,10,43,18,30.38,27378
49,29,13.5,0,10,43,16,30.35,33387
49,29,13.5,1,10,57,28,30.3,17470
49,29,13.5,1,10,64,16,30.26,426
49,29,13.5,0,10,74,14,30.28,0
52,27,10.7,1,10,77,8,30.27,0
52,27,10.7,0,10,83,0,30.25,0
52,27,10.7,1,10,80,3,30.27,3507
52,27,10.7,0,10,67,6,30.29,25440
52,27,10.7,1,10,60,17,30.23,32254
52,27,10.7,1,10,67,21,30.19,17103
52,27,10.7,2,10,80,22,30.17,445
52,27,10.7,2,10,86,11,30.18,0
55,27,16.1,2,10,90,7,30.17,0
55,27,16.1,1,10,89,3,30.15,0
55,27,16.1,1,10,86,5,30.16,3621
55,27,16.1,2,10,67,11,30.17,24151
55,27,16.1,2,10,60,20,30.13,27094
55,27,16.1,3,10,62,24,30.1,14349
55,27,16.1,2,10,83,31,30.07,350
55,27,16.1,2,10,86,25,30.1,0
57,27,15.7,3,10,90,17,30.08,0
57,27,15.7,2,10,90,10,30.05,0
57,27,15.7,1,10,86,11,30.05,4074
57,27,15.7,1,10,72,7,30.05,26663
57,27,15.7,1,10,60,17,30.02,31714
57,27,15.7,2,10,70,24,29.98,16656
57,27,15.7,2,10,77,22,29.97,573
57,27,15.7,0,9,83,20,29.99,0
62,28,9.9,0,9,86,11,29.98,0
62,28,9.9,0,10,83,13,29.98,0
62,28,9.9,1,10,83,6,30.01,4440
62,28,9.9,1,10,65,0,30.03,25704
62,28,9.9,1,10,41,14,30.01,31885
62,28,9.9,1,10,52,18,29.98,17252
62,28,9.9,1,10,72,13,29.99,404
62,28,9.9,0,10,80,9,30,0
59,28,12.1,0,10,80,3,29.99,0
59,28,12.1,0,10,83,3,29.97,0
59,28,12.1,0,9,83,5,30,4023
59,28,12.1,0,9,78,6,30,25824
59,28,12.1,1,10,55,11,29.94,32377
59,28,12.1,3,10,67,20,29.91,17421
59,28,12.1,2,10,72,21,29.89,514
59,28,12.1,2,10,83,20,29.94,0
54,28,19.6,1,10,86,21,29.92,0
54,28,19.6,4,10,93,23,29.9,0
54,28,19.6,1,10,77,18,29.94,4374
54,28,19.6,1,10,53,9,29.97,27279
54,28,19.6,1,10,46,22,29.97,33390
54,28,19.6,0,10,51,26,29.94,18105
54,28,19.6,0,10,69,23,29.95,516
54,28,19.6,0,10,42,13,30.01,0
57,32,15.4,0,10,42,28,30.01,0
57,32,15.4,0,10,42,24,30.03,0
57,32,15.4,1,10,40,16,30.08,4463
57,32,15.4,1,10,36,13,30.11,27647
57,32,15.4,0,10,24,3,30.08,33045
57,32,15.4,1,10,51,23,30.05,17848
57,32,15.4,1,10,64,18,30.06,519
57,32,15.4,0,10,71,9,30.1,0
57,27,12.6,0,10,77,6,30.11,0
57,27,12.6,0,10,74,5,30.09,0
57,27,12.6,1,9,86,3,30.11,4386
57,27,12.6,1,9,72,3,30.12,25419
57,27,12.6,3,10,45,16,30.07,31423
57,27,12.6,2,10,52,25,30.02,17640
57,27,12.6,2,10,62,31,29.97,716
57,27,12.6,2,10,83,26,30,0
56,27,19.3,2,10,77,26,29.98,0
56,27,19.3,0,10,77,16,29.99,0
56,27,19.3,2,10,77,14,30.01,4488
56,27,19.3,1,10,54,10,30.02,26755
56,27,19.3,0,10,52,25,30,32471
56,27,19.3,0,10,60,26,29.95,17465
56,27,19.3,2,10,80,25,29.93,523
56,27,19.3,2,10,86,20,29.97,0
54,27,25.1,4,10,93,28,29.97,0
54,27,25.1,3,10,86,8,29.94,0
54,27,25.1,2,10,89,17,29.96,4764
54,27,25.1,1,10,75,24,29.98,27354
54,27,25.1,3,10,75,32,29.96,33463
54,27,25.1,2,10,64,38,29.89,18575
54,27,25.1,2,10,74,25,29.91,568
54,27,25.1,2,10,80,28,29.94,0
51,28,18,1,10,83,22,29.94,0
51,28,18,2,10,77,17,29.94,0
51,28,18,1,10,71,13,30,4944
51,28,18,0,10,55,20,30,28147
51,28,18,0,10,51,26,29.98,34212
51,28,18,1,10,51,28,29.94,18643
51,28,18,0,10,69,18,29.95,561
51,28,18,0,10,71,14,30,0
53,28,6,0,10,80,6,30,0
53,28,6,0,10,83,6,30.02,0
53,28,6,0,10,77,0,30.04,5397
53,28,6,0,10,37,3,30.07,27967
53,28,6,1,10,38,0,30.06,33706
53,28,6,2,10,32,17,30.02,18351
53,28,6,1,10,50,16,30.02,604
53,28,6,0,10,50,0,30.05,0
59,23,3.5,0,10,46,0,30.06,0
59,23,3.5,0,10,61,0,30.07,0
59,23,3.5,1,10,71,0,30.09,5001
59,23,3.5,0,10,58,5,30.1,26917
59,23,3.5,0,10,37,5,30.06,32087
59,23,3.5,0,10,17,9,30.02,17213
59,23,3.5,0,10,17,6,30.02,570
59,23,3.5,0,10,39,0,30.04,0
62,29,6.4,0,10,49,0,30.04,0
62,29,6.4,0,10,50,6,30.02,0
62,29,6.4,0,10,59,3,30.03,5180
62,29,6.4,1,10,33,7,30.01,26895
62,29,6.4,3,10,31,3,29.97,29516
62,29,6.4,3,10,36,13,29.94,13463
62,29,6.4,2,10,50,9,29.92,1163
62,29,6.4,1,10,64,10,29.93,0
56,18,9.9,3,10,77,3,29.92,0
56,18,9.9,3,10,64,10,29.88,0
56,18,9.9,3,10,77,6,29.9,680
56,18,9.9,4,9,86,10,29.94,3238
56,18,9.9,4,10,93,3,29.92,11377
56,18,9.9,3,10,60,20,29.92,11529
56,18,9.9,3,10,93,13,29.92,48
56,18,9.9,4,10,80,9,29.95,0
56,21,9.6,4,10,86,10,29.98,0
56,21,9.6,3,10,86,10,29.98,0
56,21,9.6,3,10,83,3,30.02,436
56,21,9.6,3,10,72,11,30.08,8803
56,21,9.6,4,10,67,15,30.09,6347
56,21,9.6,3,10,65,16,30.06,1494
56,21,9.6,2,10,75,15,30.05,644
56,21,9.6,2,10,75,7,30.07,0
53,20,8.8,4,10,77,8,30.05,0
53,20,8.8,4,10,77,5,30.03,0
53,20,8.8,4,10,74,8,30.02,30
53,20,8.8,4,10,77,7,30.01,7047
53,20,8.8,4,10,64,17,29.97,7156
53,20,8.8,4,10,77,11,29.92,2704
53,20,8.8,4,10,77,9,29.89,229
53,20,8.8,4,10,80,8,29.88,0
54,27,15.8,4,10,83,6,29.86,0
54,27,15.8,4,10,86,8,29.83,0
54,27,15.8,4,10,83,13,29.85,1920
54,27,15.8,3,10,67,10,29.89,14825
54,27,15.8,1,10,58,8,29.88,27081
54,27,15.8,2,10,64,29,29.88,15012
54,27,15.8,2,10,71,25,29.89,690
54,27,15.8,2,10,80,16,29.93,0
54,27,18,1,10,83,16,29.95,0
54,27,18,1,10,80,14,29.97,0
54,27,18,2,10,74,8,30.04,6243
54,27,18,2,10,64,18,30.12,28693
